ROW,FIELD,id,acylcarnitine_15_3,BMP_37_7_15_1_22_6,CerNS_38_3_d18_2_20_1,CSH_posESI_004,CSH_posESI_022,CSH_posESI_027,CSH_posESI_041,CSH_posESI_288,CSH_posESI_296,DG_34_3_16_0_18_3,DG_34_4_16_1_18_3,DG_36_4,DG_36_4_18_2_18_2,DG_36_5_18_2_18_3,DG_36_6_18_3_18_3,DGDG_32_0_16_0_16_0,DGDG_32_1_16_0_16_1,DGDG_33_3_15_0_18_3,DGDG_34_1_16_0_18_1,DGDG_34_2_16_0_18_2,DGDG_34_4_16_1_18_3,DGDG_34_4_16_1_18_3,DGDG_34_5_16_2_18_3,DGDG_35_3_17_0_18_3,DGDG_35_5_17_2_18_3,DGDG_35_6_17_2_18_4,DGDG_36_2_18_0_18_2,DGDG_36_4_18_1_18_3,DGDG_38_5_20_1_18_4,DGDG_38_6_18_3_20_3,GlcCerNS_34_3_d18_2_16_1,GlcCerNS_36_3_d18_2_18_1,GlcCerNS_38_3_d18_2_20_1,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3 ,lysoPE_18_2,lysoPE_18_3,MGDG_34_1_16_0_18_1,MGDG_34_2_16_0_18_2,MGDG_34_3_16_0_18_3,MGDG_34_4_16_1_18_3,MGDG_34_6_16_3_18_3,MGDG_35_3_17_0_18_3,MGDG_36_3_18_0_18_3,MGDG_36_3_18_1_18_2,MGDG_36_6_18_2_18_4,MGDG_36_6_18_3_18_3,MGDG_36_7_18_3_18_4,MGDG_38_5_20_2_18_3,MGDG_38_6_18_3_20_3,PC_16_0_9_0_CHO ,PC_32_1,PC_32_2,PC_33_2,PC_34_0 ,PC_34_1,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_36_1,PC_36_2 ,PC_36_3_A ,PC_36_3_B ,PC_36_4_A,PC_36_4_B ,PC_36_5_A ,PC_36_6_18_2_18_4,PC_36_6_18_3_18_3,PC_38_2,PC_38_3 ,PC_38_4_18_2_20_2,PC_38_5_A ,PE_32_0_16_0_16_0,PE_34_2,PE_36_3_18_0_18_3,PE_36_5_18_2_18_3,PE_36_6_18_3_18_3,PG_32_0_16_0_16_0,PG_32_1_16_0_16_1,PG_34_2_16_0_18_2,PG_34_4_16_0_18_4,PG_34_5_16_1_18_4,PG_36_7_18_3_18_4,plasmenylPC_35_2_P14_0_21_2,plasmenylPC_36_2_P14_0_22_2,SM_39_10_d17_3_22_7,SM_39_9_d16_3_23_6,SM_40_4_d16_2_24_2,SM_40_5_d16_1_24_4,SQDG_34_2_16_0_18_3,SQDG_34_3_16_1_18_3,SQDG_36_2_18_0_18_3,SQDG_36_4_18_2_18_3,SQDG_38_5_18_3_20_3,SQDG_42_1_16_0_16_0,SQDG_45_1_18_2_18_2,TG_49_2 ,TG_50_2,TG_50_3,TG_50_4 ,TG_50_5,TG_52_3 ,TG_52_4,TG_52_5 ,TG_52_6,TG_53_4 ,TG_53_5 ,TG_54_1 ,TG_54_2,TG_54_4 ,TG_54_4 ,TG_54_5,TG_54_8,TG_56_2 ,TG_58_14_19_5_19_5_20_4
2066,high,LANMLR17B102,217303,29474,25795,11535,19427,365395,26409,11707,14302,120683,11216,3758,55356,196086,190821,284560,7241,13951,86465,717476,25130,37832,7078,77565,9708,26180,122162,183848,18932,86586,61841,96042,224152,111765,15156,142887,1470493,640181,49150,14029,18109,182472,1371366,49569,6906,46328,128914,41600,38178,342855,13488,27798,49931,58998,39866,43254,81992,15502,681157,4871318,50820,19705,107984,38582,716906,433358,815305,2071128,26544,3338865,78147,1594930,28798,31464,66691,14000,64567,438338,25095,111655,25790,170464,235982,366067,855743,24338,5558,16639,546782,38973,16168,24185,26908,2339153,10789,173444,788066,8600,1360824,90649,11771,186692,270855,12148,7225,13552,574261,980748,32849,16954,12886,13869,2137,94206,7776,129297,642571,11999,13305
2069,high,LANMLR17B140,303530,24801,37459,8929,17720,286211,94748,21768,19016,129476,20523,16465,128011,332230,310109,265131,6001,10082,58299,577517,24610,44370,8884,79469,9760,26448,77271,182300,17613,104690,70394,189464,331014,102744,11176,149453,2752788,936140,49398,10991,16672,191065,1116867,46689,13284,28220,98903,36781,57739,471089,40331,29251,70296,16304,15018,25161,72795,7583,525930,2133897,47467,8234,73137,24159,409463,460929,348440,2387725,5521,2946194,32971,782666,15910,27852,55601,17483,51883,413016,13281,100326,15992,119494,176254,341673,1014135,13607,13682,19203,741466,31942,21002,24619,23507,2887079,14151,148819,901392,14551,1704340,116628,7618,195000,74445,12658,19886,4775,683716,1057374,23483,4842,12106,11975,1881,94403,5472,174158,1960479,3911,23492
2071,high,LANMLR17B151,488242,11040,36750,36277,9112,373895,87091,12911,31840,109495,19229,5890,72950,208619,265166,304324,4731,12645,73619,647331,38523,64319,12251,107757,16108,36132,107417,292284,29635,170084,65333,182633,317616,128355,8719,248126,2500691,751017,63015,17634,18396,179048,1196151,51591,43405,41202,145849,27063,71367,702082,20665,36093,78248,30202,24235,25489,82094,4137,638992,1960302,62222,12303,79760,28482,404030,555411,345630,2025006,27560,2143930,36172,593973,16880,27652,48314,21731,74126,352676,8309,70916,13054,181969,218518,488045,1201506,18174,12409,23484,744713,35078,25824,42871,42678,3249046,18725,247481,1603188,21725,1740058,161917,7090,249284,75717,5431,5556,9502,473006,746220,10224,9064,10292,11863,2463,80981,9230,110198,870869,5884,15768
2072,high,LANMLR17B129,341819,11221,41432,31285,7741,388930,85587,24875,32219,122821,26450,9368,84732,249941,291477,439374,7508,11803,72602,669227,44791,68337,12519,140883,16521,45761,106869,279219,21949,179590,80377,205190,379086,126906,13388,180009,2355185,771728,63491,18236,20847,195454,2017484,77248,49769,65319,179175,24879,91408,818216,68292,35241,108681,17746,13597,18561,45464,3736,488797,1373899,48756,8441,77473,24304,389640,258249,340007,1382887,14276,1588279,27527,821088,14127,25668,44111,24266,78212,354170,12719,65107,13172,165022,227031,425261,1209059,16710,10599,25605,889834,27188,27439,35256,31128,3901586,23644,263925,1077838,24462,2196470,133973,6573,258922,73641,4790,1883,9336,435656,711364,6948,8997,9157,11925,2531,82925,11416,95231,836799,6919,16060
2073,high,LANMLR17B047,489737,10357,40220,11999,15128,422124,76905,9485,15343,138618,19689,15231,113971,353108,314425,169337,4307,9041,87646,673045,25697,53943,10444,42019,14333,33634,101799,222359,10010,114884,74672,211986,330745,97772,12817,205197,3281111,1127711,34080,4299,16225,166442,1591573,59925,16147,32714,66135,26817,51072,504185,46556,21930,74958,22157,24230,27607,32791,8632,517745,2293604,45576,6647,86806,8917,284520,339775,77019,1945199,10766,2738727,43322,1035820,16050,30907,59560,12693,70902,256380,11305,71587,7192,78219,126793,200439,940529,14041,18929,28953,712911,29898,23993,14876,23360,3720023,16893,163346,687469,21259,1463029,90953,11338,300025,127200,19250,33412,4358,794232,1077257,29163,9162,8517,14459,1894,53938,6592,211384,771940,7340,43273
2074,high,LANMLR17B099,475242,28083,32080,16875,26240,308312,55487,16404,24018,104934,20440,12661,113127,288717,205279,262882,2547,10586,89351,822451,27641,59462,9486,66135,14584,29194,107523,245797,13554,105592,57647,149093,266996,105881,12712,231980,4246042,1226720,49086,15136,17209,220605,1243817,51225,29975,37717,99595,38601,50673,401852,17217,28292,55432,33212,13880,22957,67075,6206,545810,1700619,49309,14216,89882,25581,484053,510514,328078,2721327,18317,2361995,32499,433166,15261,30997,60429,15321,58748,297289,8070,47934,3161,137256,215290,351126,1303234,18373,14179,19316,637055,27846,19795,13373,17881,2657349,17637,143839,981262,12979,1162989,117149,5251,212008,81722,22602,48746,12338,729580,973604,20467,12627,10530,9708,2021,119893,12070,265506,1333488,5626,13690
2077,high,LANMLR17B060,250103,7496,41514,5248,27619,180281,29618,10516,18549,131358,18507,13065,163653,316494,356139,180623,5100,9796,86097,774831,46243,32988,13944,60104,14920,31817,97064,221897,11647,135704,84701,194278,284243,119658,16004,181841,3738584,792804,9942,1324,17816,114767,2489294,68684,39484,34061,93075,28579,65070,460245,67715,22412,115781,6199,21998,17776,32847,5929,147199,2309465,23547,6541,72635,1791,117084,215020,101887,2254081,25945,3130720,26063,1169029,16843,12689,37380,13266,57938,157402,8961,39101,7063,71443,128816,216909,912724,4514,18204,24885,651102,31915,6489,14707,68285,3958771,13509,200660,658531,23010,1343926,82605,6681,250288,99002,16858,35719,5254,613162,841888,16940,6409,7675,8802,2021,47636,1170,235860,789016,9237,20012
2080,high,LANMLR17B116,443498,26457,27487,8927,27628,324431,49458,27484,21835,117391,22315,19492,131956,297206,205925,266269,3633,12441,82538,605133,32736,45340,9339,82422,10621,30523,85176,214214,14895,108266,58994,151668,256992,110913,14991,150757,2850573,1074943,53484,11941,14730,160190,1273360,48116,40609,40230,85651,33542,66753,427894,61491,28207,80137,24889,18042,30500,53058,11783,558764,2294906,54398,6030,89437,21554,495753,524014,364219,3358408,29348,3368011,42769,884032,23259,34152,74982,18942,58540,531173,11960,111721,14742,130259,231945,351911,1485986,20660,16328,15479,617809,37276,21779,8514,17257,2351745,14187,114504,830624,11691,1130840,101609,5668,126796,65556,2961,15940,3624,530857,821042,17245,8025,6944,5944,2003,79620,5638,117286,1026257,1164,13111
2084,high,LANMLR17B135,219796,17072,32959,11982,25555,272627,53739,18895,14552,145287,18071,17567,138794,305234,189358,287252,2858,11416,91480,817257,27461,46578,9067,73621,12062,26839,92423,201259,14892,108291,65044,73250,285304,96990,12098,206604,3804274,1570042,41687,10734,17192,235900,1554515,57834,29785,50577,113368,35092,27167,408258,15243,28510,98774,19649,19056,32441,36230,11266,552007,2258833,49617,6099,87939,20447,431116,446324,331132,2262850,23828,2398616,40303,760247,15458,32266,66588,16543,51933,266571,6462,56286,6874,136610,227319,294959,1187946,16745,12444,17184,665074,27440,18717,8587,12330,2699810,11629,143300,744449,15626,1410616,91018,9636,219932,121963,14765,29140,8323,789938,1171806,25469,11647,12060,5153,1755,105393,9556,189344,1051152,6224,10548
2085,high,LANMLR17B080,328532,16183,46108,9848,29782,343931,73287,22793,17496,184390,22643,17687,150636,358311,332775,313188,3900,14886,96229,896615,31710,49717,9364,72328,12898,30718,105415,245134,16151,101416,79081,269402,407308,114447,11603,237935,3345235,782326,48135,14429,19174,216631,1539387,62162,31746,44479,103638,36915,58536,474091,12962,28551,74582,26924,14600,26753,43400,12752,576570,1940895,48648,6806,81134,20746,377188,407402,290291,1950060,23224,1769692,43634,464827,12638,28590,52925,15559,64226,198467,0,34097,1341,156321,228035,358066,1262111,22636,10701,25779,934181,31486,22687,7190,18711,3175566,13752,166857,947757,13281,1508180,118538,12170,206999,159091,12401,29540,9530,910851,1432499,27061,14894,14188,6354,2196,119886,10571,210257,1038559,6855,15474
2096,high,LANMLR17B039,232597,23903,29813,14650,16877,285690,45237,20192,18058,96929,14843,13884,111589,265118,130475,279730,4801,12589,88452,668409,36475,33723,10415,89721,11754,28260,98561,213008,18456,124121,52676,142516,273159,125726,14941,180512,2076122,611864,37958,8038,18512,246292,1161963,45439,31575,50120,122019,49336,68226,395482,40631,28479,88652,18629,23299,36954,58403,7876,739246,2845011,52267,10632,107065,33743,556227,826417,504048,3221219,10592,3917815,41498,947716,19415,31890,71124,17183,13837,466700,12162,111787,15697,127679,199696,341165,1104029,15388,10463,18838,633694,27729,17314,17058,25410,2497632,13305,171391,887356,15312,1444793,115413,6312,203482,58476,7002,19058,4711,473914,651759,9783,7719,8878,11460,1644,80336,7340,142776,1018019,5005,15199
2100,high,LANMLR17B043,194791,26864,23740,13990,7014,254460,42168,3775,20860,76854,16726,4484,52228,151010,135774,234988,4716,13149,61947,480646,27371,46654,9477,59300,12337,28168,86387,216775,18073,143174,47994,106092,213680,89557,10532,176680,3205684,1757833,49390,16564,12131,152910,1013546,48546,36879,32911,103799,15755,52451,401296,34136,25642,94076,26713,38395,55819,44649,7036,573962,3392909,77981,7446,80083,25105,594661,613717,563787,2992991,18384,4235787,46517,1120241,19807,30877,79600,16392,46947,386063,12402,112744,22210,136712,243562,316039,1243615,22669,14322,14273,512901,33147,17573,13333,21951,2226691,12896,193638,770603,19810,1224462,96138,5708,30234,54655,2303,13801,1858,299548,538043,7681,6432,5100,1686,1661,49296,4213,61699,390099,1097,12929
2106,high,LANMLR17B068,309567,25012,36718,23145,9067,373609,70043,20594,28829,117133,20237,8698,100743,187425,140864,297488,8986,9819,80241,609708,24696,38939,9569,106200,12522,32818,113018,210656,15609,116717,59081,201825,305988,136444,24032,115642,1669382,411958,47648,14384,19886,206317,1185174,48674,30248,47914,138037,44355,67666,362947,38692,30620,78626,24227,25108,36060,60290,10645,711755,3067327,49754,11437,119518,29702,669992,557046,571800,3136756,20442,3508873,52239,963278,26008,43078,76019,12371,26494,515456,14410,113797,22514,162896,241012,424961,1327076,19553,4115,28460,742705,30937,24114,14015,42406,2482110,15205,185743,818396,12035,1350532,115074,8944,294322,82427,11303,15431,5059,564120,798050,16806,9883,11857,20657,2359,98682,9188,142612,1000164,8779,23621
2113,high,LANMLR17B041,120730,33246,31592,14516,12718,330288,45471,26169,13208,113145,12858,9825,75146,215019,215443,338444,13352,11677,131406,1143878,70717,80242,15618,111901,18902,55733,149853,438593,27140,207460,68984,94288,271220,106350,6267,84344,952269,462922,45951,12314,32233,425945,1939278,104038,87121,62363,216982,70797,104250,356155,90581,44548,173911,28089,25705,32030,97609,7642,662359,2610651,65622,8889,73305,29358,554705,443491,499754,2486659,14423,3458484,51128,889719,17720,31754,68980,33103,80753,526826,18277,157175,27667,152638,243245,391736,1629253,17284,13333,16389,695700,49229,25650,15774,33478,2402929,14324,197329,1143080,19326,1536128,150916,5394,196889,62699,3869,8565,6233,412376,656690,13573,4490,7540,13952,2178,75680,6837,106105,824703,4296,17626
2114,high,LANMLR17B086,195871,25878,31609,14283,5403,280616,50761,21839,21910,89485,17780,9020,68661,200620,160902,240430,6104,10190,47370,384277,29706,48576,8419,78549,11982,29949,76211,181913,19548,140979,55873,150194,269749,116420,25859,176783,3817737,1603271,71641,20283,11979,140289,847053,58154,42318,37033,112129,21175,56220,479145,47209,31311,98697,22977,21162,33098,86041,8394,543613,3166184,58786,8046,91656,25481,525794,384316,481753,2398290,20023,3299882,51363,972813,21908,27967,74818,19599,99124,569822,19842,149638,26280,170213,268390,387524,1403953,17985,15874,19982,655592,29988,19553,21931,34871,2192583,9885,163359,755490,17737,1098310,100307,5953,174135,51829,8789,22449,4797,363490,635843,18165,3265,5646,11186,1900,65286,5659,94755,882915,2074,16528
2115,high,LANMLR17B138,140156,57264,17871,15855,24791,252507,43100,16504,12314,115711,10769,12845,90848,178062,83866,209504,5964,8939,67983,480176,37956,27463,7415,67878,9584,28575,82576,214434,14183,109340,44093,73770,155720,89957,8761,140916,2610613,1292230,60428,16120,13764,181125,1055987,54551,40164,36735,96736,34647,48013,423730,27353,26668,84397,45792,37960,53492,74099,6990,742047,3633364,46119,7548,99309,30647,654108,560389,482931,3184550,14440,4019740,55309,1018602,26896,40183,107668,14267,47141,628262,16238,141741,20698,151383,205890,312367,1039709,20520,3543,11971,381187,36829,17307,12418,25171,1898222,8882,105093,457781,10714,831775,82165,5050,308074,137580,21757,45761,7399,695043,1059253,20365,7487,10379,10430,1667,94449,8295,141520,872244,8139,16170
2116,high,LANMLR17B106,291384,20395,24803,14634,23355,268372,59743,26284,42483,151022,16305,13203,93806,295406,234779,259641,5920,9008,81292,390087,34693,30293,9301,50628,9024,29588,94462,207957,13524,137540,51493,112885,217746,96363,27813,220003,2958971,1855292,54998,21636,17631,128925,982859,49258,45127,33136,143066,15760,50295,405490,31889,21506,86530,21623,26288,32964,106344,12954,632520,2931156,43140,11010,71851,45425,824616,511959,928651,2022609,24567,3221909,43932,1151642,44952,31361,53136,16810,64166,564715,49790,163442,40205,123754,191508,260735,1080270,18353,9295,12926,501866,27960,18057,16682,22105,2224893,13687,195290,216139,14870,1141232,76466,6530,44969,89243,11639,30724,6427,501746,940340,22237,7910,9906,3571,1750,108768,8795,209123,1553151,5165,13274
2117,high,LANMLR17B036,308724,15251,41456,16317,16992,335525,87339,16527,31630,119493,19774,12875,121517,303458,243624,300149,6824,10472,89845,768251,32171,44045,10751,89936,10939,27414,115045,210711,15358,97098,73698,241231,372442,111637,14952,257842,4380234,1372544,63760,13121,17239,201036,1223236,48413,36075,49547,110287,38046,56943,620615,33956,26981,63042,26274,16387,29155,60445,8264,526596,1658381,47609,11423,91331,21905,372327,430260,302962,2142340,21561,2185637,35562,512155,14001,27220,49366,16863,61722,465804,14007,101408,14296,136633,197726,331372,1162618,20288,10102,26116,841076,25075,19937,14657,25750,2933487,20226,215689,703384,15109,1522246,119530,2849,31010,80474,8689,22850,4757,579854,910261,19488,8440,11210,2585,2034,92204,6456,148276,846321,2010,13158
2122,high,LANMLR17B033,270178,20640,23527,11917,6520,245157,33754,10684,16551,68439,8886,3953,34828,107379,115107,205619,4442,6852,55795,274191,22749,31406,6620,61176,6612,20798,58857,100895,8658,74236,54072,123778,214621,96803,19825,306401,3286422,1417549,63631,20527,12651,83712,842309,39639,16860,40676,71070,26406,28175,430812,18102,17406,42464,21442,39584,41884,33613,6898,766040,4881201,60996,10421,161036,33526,620286,556734,730144,2361691,17664,4711702,69670,1576228,33117,31897,73710,4832,47348,802787,34707,279467,76397,118657,168842,266594,983006,17448,10524,14582,515260,21276,14028,3722,14035,1867776,13294,117604,451129,9879,848170,58639,3104,26942,58559,1013,11417,1483,261771,485336,14690,5904,4984,1500,1591,44870,3902,50799,168963,1439,15824
2124,high,LANMLR17B059,378763,25282,36398,19053,18330,363135,73925,11834,29509,122100,23538,12779,100319,305436,285856,295205,6828,10563,88051,817955,35630,57193,11753,74967,15435,31631,118569,273064,19672,133289,71963,190625,320007,118572,13730,191096,3281208,976878,56503,13065,17791,213643,1293583,60219,40722,41962,135038,40384,65875,620756,56127,32621,86037,36161,16950,32959,40890,7364,560716,2107501,44023,8011,75793,22751,439212,400168,385112,2149252,23432,2313460,45630,536725,15076,28978,55985,17404,94469,323828,12083,77584,13893,139770,217348,375308,1224979,23396,14853,22767,753537,35247,25317,18333,20095,3308240,24671,243577,945687,19307,1560456,130842,10827,63110,84287,7773,25223,4542,531723,871085,11654,10502,8672,23440,2282,104440,9010,128142,667205,6932,15221
2125,high,LANMLR17B044,136036,26811,30731,22395,14868,268281,64768,24166,17035,113865,14642,15876,133434,286838,173788,297898,6040,9686,65468,688863,31947,48868,9253,88485,14169,28744,88451,237595,18277,99362,60741,135893,266327,96191,11104,174688,3532276,1292113,50125,13131,15677,198371,980083,41516,33165,35551,106060,21982,55961,428308,36746,28306,71320,16819,22666,31485,70774,7853,572246,2432681,45526,7629,81346,23727,460271,498803,380957,2584876,21409,3010997,38388,743857,17645,27416,56585,16591,61926,456846,13853,116192,17700,133137,195190,363048,1011209,12564,10285,19322,655126,25030,10377,25081,33549,2630760,14262,143833,866889,12616,1554952,119231,6193,177493,48874,11878,21455,6807,625045,880781,18380,4377,10094,12189,1807,91526,6936,173432,1385405,2774,16082
2127,high,LANMLR17B018,316035,25747,31542,22947,16029,350225,107876,21123,21075,103408,9215,11027,81862,264258,299994,260272,7810,13098,42030,460935,36308,60226,6620,63389,10630,29061,73347,179122,19588,116993,57791,167190,240458,121675,11220,144734,4214176,1874881,60445,17984,10392,104547,879030,63373,8700,34681,111107,25421,56284,477531,51894,34744,80611,27673,18329,22967,96308,9111,400889,2029669,50738,6597,60905,17087,286319,290398,339180,2179566,21470,2924865,62399,804447,13934,13061,41526,17860,94583,354257,12851,100630,18213,164692,198045,455549,1121949,15431,13876,17613,614065,17227,23800,26722,38401,3261285,22229,181158,1167854,18621,1284887,120772,8093,177623,26234,2770,12099,6174,364331,625524,24513,4894,7087,15284,2443,66543,6399,87716,1297730,3717,16221
2128,high,LANMLR17B142,174280,26468,38992,5378,28097,328861,53063,16882,18061,154305,16487,19652,164950,345013,189988,253292,9297,8832,75721,673655,34243,41242,7739,71894,10323,32364,96217,194138,14251,107903,76591,195729,341210,91689,13246,197384,4279230,1826233,56634,14905,16486,230175,1259966,61509,47722,49511,111489,32371,57801,380510,41138,27991,76973,22853,18401,30012,62191,7713,509065,2283589,50835,10166,89036,15115,447150,379339,344208,2187539,16136,2737894,36276,567525,17089,26317,67256,17804,58311,637476,20909,150339,22293,148173,197919,341674,1237075,11170,14438,23574,811496,21741,18059,10156,25972,1012147,12200,119367,755643,12778,1054586,93966,6087,213216,77754,12240,25710,10449,942245,1230526,19434,10446,11629,12755,1647,126885,10595,263069,1616613,6097,12285
2300,high,LANMLR17B046,156223,16486,39092,17678,11980,343255,76505,30464,21374,101272,9943,5363,68134,196772,182954,274911,6848,23586,85938,1058524,30768,58830,10016,120046,9107,33499,130264,248783,20831,116359,64134,197211,332094,105230,13196,125253,3013991,1640211,48475,13433,17409,267354,1198842,48422,33928,50814,123178,38258,60676,398292,46608,32227,72474,18497,20585,25411,84782,9714,492088,2276175,50524,8543,92454,23307,455717,335078,406552,1960047,20346,2461325,34444,628251,20001,17528,57624,20849,60196,390012,14161,97874,16145,146081,208755,411653,1149734,13769,10953,20624,802083,19032,23219,23374,31872,2842779,15118,174708,1050258,14344,1246275,116446,5154,225238,92763,10940,20844,7470,749315,1135715,18918,10540,14685,12071,1959,103600,9475,166203,1568217,2729,45208
2305,high,LANMLR17B111,380894,23888,22252,7560,24270,268971,66972,16959,13604,123334,14596,10266,76454,231998,314379,231802,6323,10337,60609,567793,35973,43734,8951,68637,10744,28024,88281,238505,20382,110939,42585,103572,198134,101187,7377,141204,2781627,965332,44866,11455,13667,144788,942796,49244,31019,30715,89221,31810,53174,776536,31126,31013,70942,26370,22911,32066,74613,5224,583218,2773766,46893,10653,79980,23606,480374,501508,410014,2633984,15263,3356607,49491,866526,15827,31364,69189,15590,57421,468875,13118,121559,19111,150017,191357,379764,978879,13306,4750,13712,495259,27181,20257,15478,23799,2184198,11284,141780,717434,12797,1050409,98648,7857,256454,152002,22006,55837,5634,670391,1112082,23341,4327,11033,15257,1928,90384,5622,144543,1123910,7049,17264
2310,high,LANMLR17B115,234888,17420,33554,14919,5220,300857,53340,21475,29552,72295,13838,3620,47152,159575,155986,278295,6072,16401,68268,558830,22159,29216,9597,113018,12933,30280,102061,208579,21540,141353,60645,101901,281439,98488,20120,183070,3349735,1463827,45938,8917,13119,163961,1079944,44938,32879,54952,139319,33298,57681,422900,51203,32905,92844,16163,20561,29387,76484,9043,520214,2777426,57970,11609,118574,30116,644026,425576,584681,2425529,22705,3337878,44189,808073,25272,27962,75251,19439,55537,337863,13732,85963,13271,127145,199603,343043,1222986,12294,16697,20621,692000,22089,18427,18110,27946,1830414,18063,232630,977232,22069,1349939,116854,4225,213713,100316,10040,17385,7704,611907,960600,19481,11583,13602,11462,1807,117954,10927,189270,1117520,8357,17276
